ride_month,day_of_week,hour_of_day,ride_count
11,2,12,7948
11,2,13,8505
11,2,14,9109
11,2,15,9676
11,2,16,12955
11,2,17,20849
11,2,18,20810
11,2,19,13412
11,2,20,8632
11,2,21,5773
11,2,22,3904
11,2,23,2128
11,3,0,1078
11,3,1,488
11,3,2,217
11,3,3,146
11,3,4,293
11,3,5,1752
11,3,6,6397
11,3,7,14076
11,3,8,23879
11,3,9,16077
11,3,10,8993
11,3,11,8046
11,3,12,9120
11,3,13,9589
11,3,14,10271
11,3,15,9817
11,3,16,10705
11,3,17,16365
11,3,18,16188
11,3,19,10475
11,3,20,7256
11,3,21,5182
11,3,22,3671
11,3,23,2181
11,4,0,1505
11,4,1,735
11,4,2,411
11,4,3,261
11,4,4,366
11,4,5,2031
11,4,6,7337
11,4,7,15128
11,4,8,25391
11,4,9,18349
11,4,10,10624
11,4,11,9934
11,4,12,11883
11,4,13,12852
11,4,14,13832
11,4,15,14946
11,4,16,17307
11,4,17,25174
11,4,18,24788
11,4,19,16134
11,4,20,10902
11,4,21,7770
11,4,22,5731
11,4,23,3416
11,5,0,1760
11,5,1,780
11,5,2,384
11,5,3,237
11,5,4,341
11,5,5,1466
11,5,6,5400
11,5,7,13408
11,5,8,24875
11,5,9,18046
11,5,10,10831
11,5,11,10305
11,5,12,11923
11,5,13,12071
11,5,14,12336
11,5,15,13455
11,5,16,15849
11,5,17,24127
11,5,18,23492
11,5,19,15364
11,5,20,10830
11,5,21,8050
11,5,22,5528
11,5,23,3511
11,6,0,1586
11,6,1,776
11,6,2,409
11,6,3,213
11,6,4,271
11,6,5,1211
11,6,6,4383
11,6,7,9877
11,6,8,17916
11,6,9,13570
11,6,10,8688
11,6,11,8507
11,6,12,10431
11,6,13,10691
11,6,14,11415
11,6,15,11928
11,6,16,14070
11,6,17,17499
11,6,18,14289
11,6,19,9144
11,6,20,5997
11,6,21,4137
11,6,22,3389
11,6,23,2568
11,7,0,1615
11,7,1,1118
11,7,2,720
11,7,3,471
11,7,4,279
11,7,5,327
11,7,6,889
11,7,7,2381
11,7,8,4552
11,7,9,7355
11,7,10,9549
11,7,11,11541
11,7,12,12937
11,7,13,13165
11,7,14,12367
11,7,15,12446
11,7,16,10945
11,7,17,9059
11,7,18,7386
11,7,19,6188
11,7,20,4726
11,7,21,3765
11,7,22,3279
11,7,23,2780
12,1,0,1598
12,1,1,1056
12,1,2,693
12,1,3,415
12,1,4,256
12,1,5,187
12,1,6,513
12,1,7,1292
12,1,8,2659
12,1,9,4399
12,1,10,6168
12,1,11,7511
12,1,12,8555
12,1,13,8756
12,1,14,8439
12,1,15,8316
12,1,16,8139
12,1,17,6703
12,1,18,5703
12,1,19,4528
12,1,20,3528
12,1,21,2801
12,1,22,2115
12,1,23,1401
12,2,0,713
12,2,1,332
12,2,2,218
12,2,3,135
12,2,4,251
12,2,5,1069
12,2,6,3619
12,2,7,7926
12,2,8,14581
12,2,9,10705
12,2,10,5579
12,2,11,5213
12,2,12,6074
12,2,13,6330
12,2,14,6758
12,2,15,7404
12,2,16,8966
12,2,17,13865
12,2,18,14032
12,2,19,9302
12,2,20,6131
12,2,21,4192
12,2,22,2963
12,2,23,1757
12,3,0,910
12,3,1,429
12,3,2,237
12,3,3,134
12,3,4,249
12,3,5,1354
12,3,6,4738
12,3,7,9998
12,3,8,16904
12,3,9,11934
12,3,10,6611
12,3,11,6211
12,3,12,7094
12,3,13,7091
12,3,14,7265
12,3,15,7788
12,3,16,10137
12,3,17,15304
12,3,18,13871
12,3,19,7612
12,3,20,4604
12,3,21,3298
12,3,22,2523
12,3,23,1732
12,4,0,974
12,4,1,480
12,4,2,264
12,4,3,145
12,4,4,263
12,4,5,1210
12,4,6,4278
12,4,7,8797
12,4,8,15198
12,4,9,10552
12,4,10,5722
12,4,11,5281
12,4,12,6193
12,4,13,6540
12,4,14,6785
12,4,15,7158
12,4,16,8928
12,4,17,13074
12,4,18,12526
12,4,19,8356
12,4,20,5507
12,4,21,3873
12,4,22,2910
12,4,23,1772
12,5,0,868
12,5,1,395
12,5,2,200
12,5,3,133
12,5,4,217
12,5,5,959
12,5,6,3335
12,5,7,6647
12,5,8,12283
12,5,9,9529
12,5,10,5479
12,5,11,5159
12,5,12,5897
12,5,13,6285
12,5,14,6602
12,5,15,7108
12,5,16,8732
12,5,17,12266
12,5,18,11217
12,5,19,7431
12,5,20,4926
12,5,21,3489
12,5,22,2906
12,5,23,1811
12,6,0,1464
12,6,1,679
12,6,2,364
12,6,3,228
12,6,4,305
12,6,5,1301
12,6,6,4360
12,6,7,9703
12,6,8,17608
12,6,9,13471
12,6,10,8077
12,6,11,7814
12,6,12,9169
12,6,13,9707
12,6,14,10167
12,6,15,10546
12,6,16,11518
12,6,17,13348
12,6,18,11420
12,6,19,7664
12,6,20,5188
12,6,21,3665
12,6,22,2943
12,6,23,2373
12,7,0,1649
12,7,1,1064
12,7,2,666
12,7,3,438
12,7,4,297
12,7,5,264
12,7,6,731
12,7,7,1720
12,7,8,3281
12,7,9,4832
12,7,10,5718
12,7,11,6054
12,7,12,6267
12,7,13,6724
12,7,14,6818
12,7,15,7124
12,7,16,6634
12,7,17,5609
12,7,18,4613
12,7,19,4037
12,7,20,3084
12,7,21,2508
12,7,22,2242
12,7,23,1977
